0000-0000-1000-0000,24.3257
0000-0000-1000-0001,26.64
0000-0000-1000-0010,25.2545
0000-0000-1000-0011,26.0829
0000-0000-1000-0100,25.3961
0000-0000-1000-0101,26.6345
0000-0000-1000-0110,26.3779
0000-0000-1000-0111,26.4742
0000-0000-1000-1000,24.6046
0000-0000-1000-1001,29.269
0000-0000-1000-1010,28.9145
0000-0000-1000-1011,30.1044
0000-0000-1000-1100,26.6605
0000-0000-1000-1101,27.5241
0000-0000-1000-1110,28.8655
0000-0000-1000-1111,28.551
0000-0000-1001-0000,25.971
0000-0000-1001-0001,29.0398
0000-0000-1001-0010,26.3295
0000-0000-1001-0011,28.0741
0000-0000-1001-0100,26.3295
0000-0000-1001-0101,28.7974
0000-0000-1001-0110,27.7703
0000-0000-1001-0111,29.5516
0000-0000-1001-1000,29.0398
0000-0000-1001-1001,26.8731
0000-0000-1001-1010,28.7974
0000-0000-1001-1011,27.9932
0000-0000-1001-1100,28.0741
0000-0000-1001-1101,27.9932
0000-0000-1001-1110,29.5516
0000-0000-1001-1111,28.9477
0000-0000-1010-0000,25.8499
0000-0000-1010-0001,27.246
0000-0000-1010-0010,26.7852
0000-0000-1010-0011,27.0425
0000-0000-1010-0100,26.5731
0000-0000-1010-0101,27.1903
0000-0000-1010-0110,28.1748
0000-0000-1010-0111,27.0537
0000-0000-1010-1000,26.8319
0000-0000-1010-1001,30.3993
0000-0000-1010-1010,29.1788
0000-0000-1010-1011,30.3726
0000-0000-1010-1100,27.9519
0000-0000-1010-1101,30.2878
0000-0000-1010-1110,29.9537
0000-0000-1010-1111,30.0719
0000-0000-1011-0000,25.755
0000-0000-1011-0001,29.1998
0000-0000-1011-0010,27.215
0000-0000-1011-0011,28.5598
0000-0000-1011-0100,26.5141
0000-0000-1011-0101,29.1942
0000-0000-1011-0110,27.5317
0000-0000-1011-0111,29.4713
0000-0000-1011-1000,29.1229
0000-0000-1011-1001,27.9677
0000-0000-1011-1010,28.6027
0000-0000-1011-1011,29.4657
0000-0000-1011-1100,27.6686
0000-0000-1011-1101,30.4229
0000-0000-1011-1110,29.9324
0000-0000-1011-1111,29.3821
0000-0000-1100-0000,25.0659
0000-0000-1100-0001,26.549
0000-0000-1100-0010,25.9519
0000-0000-1100-0011,25.9649
0000-0000-1100-0100,25.8597
0000-0000-1100-0101,27.8197
0000-0000-1100-0110,27.1623
0000-0000-1100-0111,27.4213
0000-0000-1100-1000,25.6414
0000-0000-1100-1001,30.873
0000-0000-1100-1010,28.9364
0000-0000-1100-1011,31.2113
0000-0000-1100-1100,26.7914
0000-0000-1100-1101,28.8079
0000-0000-1100-1110,28.9151
0000-0000-1100-1111,28.7922
0000-0000-1101-0000,25.755
0000-0000-1101-0001,29.1229
0000-0000-1101-0010,26.5141
0000-0000-1101-0011,27.6686
0000-0000-1101-0100,27.215
0000-0000-1101-0101,28.6027
0000-0000-1101-0110,27.5317
0000-0000-1101-0111,29.9324
0000-0000-1101-1000,29.1998
0000-0000-1101-1001,27.9677
0000-0000-1101-1010,29.1942
0000-0000-1101-1011,30.4229
0000-0000-1101-1100,28.5598
0000-0000-1101-1101,29.4657
0000-0000-1101-1110,29.4713
0000-0000-1101-1111,29.3821
0000-0000-1110-0000,26.054
0000-0000-1110-0001,26.9713
0000-0000-1110-0010,27.4795
0000-0000-1110-0011,26.556
0000-0000-1110-0100,26.8894
0000-0000-1110-0101,27.9558
0000-0000-1110-0110,27.9484
0000-0000-1110-0111,27.1618
0000-0000-1110-1000,27.3146
0000-0000-1110-1001,31.1828
0000-0000-1110-1010,29.6117
0000-0000-1110-1011,30.9671
0000-0000-1110-1100,27.1496
0000-0000-1110-1101,30.8577
0000-0000-1110-1110,29.6405
0000-0000-1110-1111,29.7564
0000-0000-1111-0000,25.5341
0000-0000-1111-0001,28.6853
0000-0000-1111-0010,27.0504
0000-0000-1111-0011,27.8485
0000-0000-1111-0100,27.0504
0000-0000-1111-0101,28.4399
0000-0000-1111-0110,27.3846
0000-0000-1111-0111,29.1302
0000-0000-1111-1000,28.6853
0000-0000-1111-1001,30.1658
0000-0000-1111-1010,28.4399
0000-0000-1111-1011,30.4366
0000-0000-1111-1100,27.8485
0000-0000-1111-1101,30.4366
0000-0000-1111-1110,29.1302
0000-0000-1111-1111,29.4917
0000-0001-0000-0000,24.3257
0000-0001-0000-0001,26.6933
0000-0001-0000-0010,25.2545
0000-0001-0000-0011,28.9145
0000-0001-0000-0100,24.3705
0000-0001-0000-0101,29.5348
0000-0001-0000-0110,26.164
0000-0001-0000-0111,30.253
0000-0001-0000-1000,24.6894
0000-0001-0000-1001,29.6467
0000-0001-0000-1010,26.2417
0000-0001-0000-1011,30.3841
0000-0001-0000-1100,24.7625
0000-0001-0000-1101,29.8063
0000-0001-0000-1110,26.2201
0000-0001-0000-1111,30.0183
0000-0001-0001-0000,26.1677
0000-0001-0001-0001,27.2644
0000-0001-0001-0010,26.3779
0000-0001-0001-0011,28.8655
0000-0001-0001-0100,26.164
0000-0001-0001-0101,30.253
0000-0001-0001-0110,26.558
0000-0001-0001-0111,30.0864
0000-0001-0001-1000,28.3499
0000-0001-0001-1001,31.4163
0000-0001-0001-1010,28.3506
0000-0001-0001-1011,29.6073
0000-0001-0001-1100,27.4199
0000-0001-0001-1101,31.3766
0000-0001-0001-1110,28.4272
0000-0001-0001-1111,30.4475
0000-0001-0010-0000,25.2543
0000-0001-0010-0001,27.9833
0000-0001-0010-0010,25.9519
0000-0001-0010-0011,28.9364
0000-0001-0010-0100,24.5937
0000-0001-0010-0101,29.4158
0000-0001-0010-0110,26.9991
0000-0001-0010-0111,29.2962
0000-0001-0010-1000,24.5885
0000-0001-0010-1001,31.296
0000-0001-0010-1010,27.6853
0000-0001-0010-1011,30.9925
0000-0001-0010-1100,24.8255
0000-0001-0010-1101,30.5542
0000-0001-0010-1110,27.3746
0000-0001-0010-1111,30.368
0000-0001-0011-0000,27.1102
0000-0001-0011-0001,27.1175
0000-0001-0011-0010,27.1623
0000-0001-0011-0011,28.9151
0000-0001-0011-0100,26.9991
0000-0001-0011-0101,29.2962
0000-0001-0011-0110,27.6382
0000-0001-0011-0111,28.1321
0000-0001-0011-1000,28.1101
0000-0001-0011-1001,32.0228
0000-0001-0011-1010,27.7416
0000-0001-0011-1011,29.9593
0000-0001-0011-1100,26.6925
0000-0001-0011-1101,31.7886
0000-0001-0011-1110,27.387
0000-0001-0011-1111,29.4351
0000-0001-0100-0000,25.0337
0000-0001-0100-0001,28.2529
0000-0001-0100-0010,26.5208
0000-0001-0100-0011,29.6783
0000-0001-0100-0100,24.8471
0000-0001-0100-0101,30.9438
0000-0001-0100-0110,27.5083
0000-0001-0100-0111,32.0373
0000-0001-0100-1000,24.5805
0000-0001-0100-1001,31.3413
0000-0001-0100-1010,27.5217
0000-0001-0100-1011,31.2562
0000-0001-0100-1100,25.4612
0000-0001-0100-1101,30.6666
0000-0001-0100-1110,28.0954
0000-0001-0100-1111,31.4657
0000-0001-0101-0000,28.3367
0000-0001-0101-0001,28.9218
0000-0001-0101-0010,27.7258
0000-0001-0101-0011,29.5686
0000-0001-0101-0100,26.057
0000-0001-0101-0101,30.5175
0000-0001-0101-0110,27.6784
0000-0001-0101-0111,31.2123
0000-0001-0101-1000,28.2904
0000-0001-0101-1001,31.9837
0000-0001-0101-1010,27.7599
0000-0001-0101-1011,30.9697
0000-0001-0101-1100,27.6591
0000-0001-0101-1101,31.8433
0000-0001-0101-1110,27.2658
0000-0001-0101-1111,31.1708
0000-0001-0110-0000,26.0926
0000-0001-0110-0001,29.3072
0000-0001-0110-0010,26.8403
0000-0001-0110-0011,29.3262
0000-0001-0110-0100,25.5169
0000-0001-0110-0101,31.6723
0000-0001-0110-0110,27.8884
0000-0001-0110-0111,31.9455
0000-0001-0110-1000,24.6347
0000-0001-0110-1001,31.8804
0000-0001-0110-1010,28.8104
0000-0001-0110-1011,31.7095
0000-0001-0110-1100,24.9719
0000-0001-0110-1101,31.3975
0000-0001-0110-1110,27.7056
0000-0001-0110-1111,31.0183
0000-0001-0111-0000,28.1309
0000-0001-0111-0001,29.7523
0000-0001-0111-0010,27.5766
0000-0001-0111-0011,29.5848
0000-0001-0111-0100,27.351
0000-0001-0111-0101,31.3201
0000-0001-0111-0110,27.2655
0000-0001-0111-0111,29.8322
0000-0001-0111-1000,27.7366
0000-0001-0111-1001,32.1549
0000-0001-0111-1010,27.1522
0000-0001-0111-1011,31.4366
0000-0001-0111-1100,26.6165
0000-0001-0111-1101,31.3212
0000-0001-0111-1110,26.4803
0000-0001-0111-1111,29.937
0000-0001-1000-0000,25.5837
0000-0001-1000-0001,29.2057
0000-0001-1000-0010,27.0857
0000-0001-1000-0011,30.4028
0000-0001-1000-0100,25.9823
0000-0001-1000-0101,30.1145
0000-0001-1000-0110,27.3945
0000-0001-1000-0111,30.703
0000-0001-1000-1000,26.3953
0000-0001-1000-1001,29.5539
0000-0001-1000-1010,29.7452
0000-0001-1000-1011,31.8755
0000-0001-1000-1100,27.4994
0000-0001-1000-1101,28.1358
0000-0001-1000-1110,29.6049
0000-0001-1000-1111,30.9515
0000-0001-1001-0000,29.5233
0000-0001-1001-0001,30.8079
0000-0001-1001-0010,28.585
0000-0001-1001-0011,30.7234
0000-0001-1001-0100,27.4988
0000-0001-1001-0101,31.1648
0000-0001-1001-0110,28.4897
0000-0001-1001-0111,31.6305
0000-0001-1001-1000,29.8079
0000-0001-1001-1001,29.4787
0000-0001-1001-1010,29.1436
0000-0001-1001-1011,29.4366
0000-0001-1001-1100,29.4025
0000-0001-1001-1101,29.9589
0000-0001-1001-1110,30.0451
0000-0001-1001-1111,29.8613
0000-0001-1010-0000,26.2353
0000-0001-1010-0001,29.128
0000-0001-1010-0010,27.4331
0000-0001-1010-0011,30.3218
0000-0001-1010-0100,25.8982
0000-0001-1010-0101,29.9164
0000-0001-1010-0110,27.9375
0000-0001-1010-0111,30.4063
0000-0001-1010-1000,26.3863
0000-0001-1010-1001,30.8943
0000-0001-1010-1010,29.243
0000-0001-1010-1011,32.2011
0000-0001-1010-1100,27.2943
0000-0001-1010-1101,29.6325
0000-0001-1010-1110,30.4892
0000-0001-1010-1111,31.4645
0000-0001-1011-0000,29.5772
0000-0001-1011-0001,30.0205
0000-0001-1011-0010,28.6056
0000-0001-1011-0011,30.6915
0000-0001-1011-0100,27.7115
0000-0001-1011-0101,31.2711
0000-0001-1011-0110,28.7747
0000-0001-1011-0111,30.7249
0000-0001-1011-1000,30.0278
0000-0001-1011-1001,30.1323
0000-0001-1011-1010,29.0554
0000-0001-1011-1011,29.7775
0000-0001-1011-1100,28.9708
0000-0001-1011-1101,31.6837
0000-0001-1011-1110,30.3515
0000-0001-1011-1111,28.1234
0000-0001-1100-0000,25.3972
0000-0001-1100-0001,29.1859
0000-0001-1100-0010,27.1866
0000-0001-1100-0011,30.0026
0000-0001-1100-0100,26.0355
0000-0001-1100-0101,30.7074
0000-0001-1100-0110,27.5273
0000-0001-1100-0111,31.3124
0000-0001-1100-1000,26.3186
0000-0001-1100-1001,31.6765
0000-0001-1100-1010,29.9662
0000-0001-1100-1011,33.2113
0000-0001-1100-1100,27.4737
0000-0001-1100-1101,29.8666
0000-0001-1100-1110,29.4731
0000-0001-1100-1111,30.5555
0000-0001-1101-0000,29.4327
0000-0001-1101-0001,30.6554
0000-0001-1101-0010,28.949
0000-0001-1101-0011,30.6737
0000-0001-1101-0100,26.9073
0000-0001-1101-0101,31.4596
0000-0001-1101-0110,28.4103
0000-0001-1101-0111,32.1708
0000-0001-1101-1000,29.8118
0000-0001-1101-1001,31.4855
0000-0001-1101-1010,29.0533
0000-0001-1101-1011,30.8489
0000-0001-1101-1100,28.9812
0000-0001-1101-1101,31.1688
0000-0001-1101-1110,28.6942
0000-0001-1101-1111,30.5354
0000-0001-1110-0000,26.0525
0000-0001-1110-0001,28.9896
0000-0001-1110-0010,27.6462
0000-0001-1110-0011,29.8841
0000-0001-1110-0100,26.3384
0000-0001-1110-0101,30.7052
0000-0001-1110-0110,27.9683
0000-0001-1110-0111,30.8812
0000-0001-1110-1000,26.3452
0000-0001-1110-1001,32.6837
0000-0001-1110-1010,29.3338
0000-0001-1110-1011,32.1909
0000-0001-1110-1100,27.3967
0000-0001-1110-1101,30.7059
0000-0001-1110-1110,29.8025
0000-0001-1110-1111,31.4621
0000-0001-1111-0000,28.9662
0000-0001-1111-0001,29.6533
0000-0001-1111-0010,28.3557
0000-0001-1111-0011,30.4818
0000-0001-1111-0100,27.5277
0000-0001-1111-0101,30.636
0000-0001-1111-0110,28.3186
0000-0001-1111-0111,30.6526
0000-0001-1111-1000,29.381
0000-0001-1111-1001,32.6223
0000-0001-1111-1010,28.7309
0000-0001-1111-1011,31.0264
0000-0001-1111-1100,28.0239
0000-0001-1111-1101,31.8804
0000-0001-1111-1110,29.2615
0000-0001-1111-1111,29.7564
0000-0010-0000-0000,23.5603
0000-0010-0000-0001,25.0473
0000-0010-0000-0010,25.8499
0000-0010-0000-0011,26.8319
0000-0010-0000-0100,25.0337
0000-0010-0000-0101,28.2529
0000-0010-0000-0110,28.3367
0000-0010-0000-0111,28.9218
0000-0010-0000-1000,23.8608
0000-0010-0000-1001,28.6358
0000-0010-0000-1010,27.5589
0000-0010-0000-1011,28.9885
0000-0010-0000-1100,25.195
0000-0010-0000-1101,28.5212
0000-0010-0000-1110,28.8083
0000-0010-0000-1111,28.4127
0000-0010-0001-0000,25.2543
0000-0010-0001-0001,26.2593
0000-0010-0001-0010,26.5731
0000-0010-0001-0011,27.9519
0000-0010-0001-0100,26.5208
0000-0010-0001-0101,29.6783
0000-0010-0001-0110,27.7258
0000-0010-0001-0111,29.5686
0000-0010-0001-1000,27.1128
0000-0010-0001-1001,30.0196
0000-0010-0001-1010,27.6669
0000-0010-0001-1011,28.8884
0000-0010-0001-1100,26.5977
0000-0010-0001-1101,30.6695
0000-0010-0001-1110,27.8991
0000-0010-0001-1111,29.5532
0000-0010-0010-0000,25.0865
0000-0010-0010-0001,26.4295
0000-0010-0010-0010,26.054
0000-0010-0010-0011,27.3146
0000-0010-0010-0100,26.0926
0000-0010-0010-0101,29.3072
0000-0010-0010-0110,28.1309
0000-0010-0010-0111,29.7523
0000-0010-0010-1000,25.4984
0000-0010-0010-1001,29.4493
0000-0010-0010-1010,28.8814
0000-0010-0010-1011,29.2018
0000-0010-0010-1100,26.5189
0000-0010-0010-1101,29.2687
0000-0010-0010-1110,29.4098
0000-0010-0010-1111,29.0348
0000-0010-0011-0000,26.0589
0000-0010-0011-0001,26.1967
0000-0010-0011-0010,26.8894
0000-0010-0011-0011,27.1496
0000-0010-0011-0100,26.8403
0000-0010-0011-0101,29.3262
0000-0010-0011-0110,27.5766
0000-0010-0011-0111,29.5848
0000-0010-0011-1000,27.0325
0000-0010-0011-1001,31.2289
0000-0010-0011-1010,28.1246
0000-0010-0011-1011,30.2232
0000-0010-0011-1100,26.2858
0000-0010-0011-1101,31.252
0000-0010-0011-1110,27.8278
0000-0010-0011-1111,29.3902
0000-0010-0100-0000,25.5265
0000-0010-0100-0001,26.8501
0000-0010-0100-0010,27.2137
0000-0010-0100-0011,28.044
0000-0010-0100-0100,25.1715
0000-0010-0100-0101,29.7165
0000-0010-0100-0110,28.2831
0000-0010-0100-0111,30.2514
0000-0010-0100-1000,24.6693
0000-0010-0100-1001,30.9118
0000-0010-0100-1010,28.9005
0000-0010-0100-1011,30.9328
0000-0010-0100-1100,25.945
0000-0010-0100-1101,30.2981
0000-0010-0100-1110,29.1983
0000-0010-0100-1111,30.1509
0000-0010-0101-0000,27.2137
0000-0010-0101-0001,28.044
0000-0010-0101-0010,26.8381
0000-0010-0101-0011,28.0765
0000-0010-0101-0100,27.3805
0000-0010-0101-0101,28.9372
0000-0010-0101-0110,27.6973
0000-0010-0101-0111,29.8231
0000-0010-0101-1000,27.1293
0000-0010-0101-1001,30.2905
0000-0010-0101-1010,27.9176
0000-0010-0101-1011,30.1169
0000-0010-0101-1100,26.814
0000-0010-0101-1101,30.562
0000-0010-0101-1110,27.9996
0000-0010-0101-1111,29.5627
0000-0010-0110-0000,27.3084
0000-0010-0110-0001,27.7558
0000-0010-0110-0010,27.2231
0000-0010-0110-0011,28.0772
0000-0010-0110-0100,25.5303
0000-0010-0110-0101,30.3224
0000-0010-0110-0110,27.4256
0000-0010-0110-0111,30.232
0000-0010-0110-1000,26.5929
0000-0010-0110-1001,31.9218
0000-0010-0110-1010,29.273
0000-0010-0110-1011,31.3766
0000-0010-0110-1100,25.6334
0000-0010-0110-1101,31.1688
0000-0010-0110-1110,28.6308
0000-0010-0110-1111,30.2738
0000-0010-0111-0000,27.2231
0000-0010-0111-0001,28.0772
0000-0010-0111-0010,27.5314
0000-0010-0111-0011,26.9304
0000-0010-0111-0100,27.3901
0000-0010-0111-0101,28.9736
0000-0010-0111-0110,27.2238
0000-0010-0111-0111,28.4032
0000-0010-0111-1000,27.0391
0000-0010-0111-1001,29.8212
0000-0010-0111-1010,28.7534
0000-0010-0111-1011,30.1653
0000-0010-0111-1100,26.5194
0000-0010-0111-1101,29.5039
0000-0010-0111-1110,27.3059
0000-0010-0111-1111,28.1234
0000-0010-1000-0000,25.0337
0000-0010-1000-0001,28.5479
0000-0010-1000-0010,27.4054
0000-0010-1000-0011,28.9277
0000-0010-1000-0100,25.919
0000-0010-1000-0101,29.4529
0000-0010-1000-0110,28.696
0000-0010-1000-0111,30.077
0000-0010-1000-1000,25.195
0000-0010-1000-1001,30.1343
0000-0010-1000-1010,29.8763
0000-0010-1000-1011,31.4463
0000-0010-1000-1100,27.5269
0000-0010-1000-1101,29.6199
0000-0010-1000-1110,29.946
0000-0010-1000-1111,30.673
0000-0010-1001-0000,27.3037
0000-0010-1001-0001,29.7909
0000-0010-1001-0010,27.109
0000-0010-1001-0011,29.5377
0000-0010-1001-0100,26.7079
0000-0010-1001-0101,29.1889
0000-0010-1001-0110,27.8879
0000-0010-1001-0111,30.4235
0000-0010-1001-1000,28.7126
0000-0010-1001-1001,27.1922
0000-0010-1001-1010,28.7489
0000-0010-1001-1011,30.0483
0000-0010-1001-1100,28.4531
0000-0010-1001-1101,29.0107
0000-0010-1001-1110,29.5634
0000-0010-1001-1111,29.6994
0000-0010-1010-0000,27.3101
0000-0010-1010-0001,28.5527
0000-0010-1010-0010,28.0541
0000-0010-1010-0011,29.2962
0000-0010-1010-0100,26.6191
0000-0010-1010-0101,29.6457
0000-0010-1010-0110,28.799
0000-0010-1010-0111,30.1593
0000-0010-1010-1000,26.1503
0000-0010-1010-1001,30.9404
0000-0010-1010-1010,29.9197
0000-0010-1010-1011,31.1728
0000-0010-1010-1100,28.007
0000-0010-1010-1101,31.195
0000-0010-1010-1110,29.9084
0000-0010-1010-1111,30.7212
0000-0010-1011-0000,27.6798
0000-0010-1011-0001,29.5835
0000-0010-1011-0010,27.9381
0000-0010-1011-0011,28.7844
0000-0010-1011-0100,27.3616
0000-0010-1011-0101,29.0013
0000-0010-1011-0110,27.6833
0000-0010-1011-0111,29.3498
0000-0010-1011-1000,28.5082
0000-0010-1011-1001,28.0789
0000-0010-1011-1010,28.8198
0000-0010-1011-1011,30.2026
0000-0010-1011-1100,27.8695
0000-0010-1011-1101,31.1738
0000-0010-1011-1110,29.6168
0000-0010-1011-1111,29.6291
0000-0010-1100-0000,25.1715
0000-0010-1100-0001,28.1393
0000-0010-1100-0010,28.2686
0000-0010-1100-0011,28.539
0000-0010-1100-0100,25.9951
0000-0010-1100-0101,29.4372
0000-0010-1100-0110,28.609
0000-0010-1100-0111,29.6901
0000-0010-1100-1000,25.945
0000-0010-1100-1001,31.7523
0000-0010-1100-1010,29.564
0000-0010-1100-1011,31.5005
0000-0010-1100-1100,26.9379
0000-0010-1100-1101,31.0022
0000-0010-1100-1110,29.2784
0000-0010-1100-1111,30.3999
0000-0010-1101-0000,27.0157
0000-0010-1101-0001,29.4318
0000-0010-1101-0010,26.5921
0000-0010-1101-0011,28.7756
0000-0010-1101-0100,27.2357
0000-0010-1101-0101,28.6085
0000-0010-1101-0110,27.6887
0000-0010-1101-0111,29.679
0000-0010-1101-1000,28.6434
0000-0010-1101-1001,28.0569
0000-0010-1101-1010,28.1978
0000-0010-1101-1011,30.8353
0000-0010-1101-1100,28.5236
0000-0010-1101-1101,30.1173
0000-0010-1101-1110,28.964
0000-0010-1101-1111,29.9925
0000-0010-1110-0000,27.4966
0000-0010-1110-0001,28.3017
0000-0010-1110-0010,28.3743
0000-0010-1110-0011,28.7134
0000-0010-1110-0100,26.5499
0000-0010-1110-0101,29.7271
0000-0010-1110-0110,28.3814
0000-0010-1110-0111,29.3439
0000-0010-1110-1000,26.6899
0000-0010-1110-1001,31.6695
0000-0010-1110-1010,29.8549
0000-0010-1110-1011,31.8674
0000-0010-1110-1100,26.7294
0000-0010-1110-1101,31.8149
0000-0010-1110-1110,29.3154
0000-0010-1110-1111,30.5354
0000-0010-1111-0000,27.0144
0000-0010-1111-0001,29.2276
0000-0010-1111-0010,27.6257
0000-0010-1111-0011,28.1979
0000-0010-1111-0100,27.4194
0000-0010-1111-0101,28.6985
0000-0010-1111-0110,27.2251
0000-0010-1111-0111,28.5977
0000-0010-1111-1000,28.3878
0000-0010-1111-1001,30.2462
0000-0010-1111-1010,27.9195
0000-0010-1111-1011,30.5752
0000-0010-1111-1100,27.4931
0000-0010-1111-1101,30.7711
0000-0010-1111-1110,28.0437
0000-0010-1111-1111,29.3821
0000-0011-0000-0000,25.0659
0000-0011-0000-0001,28.6061
0000-0011-0000-0010,26.7852
0000-0011-0000-0011,29.1788
0000-0011-0000-0100,24.8471
0000-0011-0000-0101,30.9438
0000-0011-0000-0110,26.057
0000-0011-0000-0111,30.5175
0000-0011-0000-1000,24.8153
0000-0011-0000-1001,30.3296
0000-0011-0000-1010,26.6949
0000-0011-0000-1011,30.5693
0000-0011-0000-1100,24.7711
0000-0011-0000-1101,31.6401
0000-0011-0000-1110,26.2051
0000-0011-0000-1111,30.2253
0000-0011-0001-0000,27.1102
0000-0011-0001-0001,28.5711
0000-0011-0001-0010,28.1748
0000-0011-0001-0011,29.9537
0000-0011-0001-0100,27.5083
0000-0011-0001-0101,32.0373
0000-0011-0001-0110,27.6784
0000-0011-0001-0111,31.2123
0000-0011-0001-1000,28.7775
0000-0011-0001-1001,30.5399
0000-0011-0001-1010,30.1475
0000-0011-0001-1011,29.6951
0000-0011-0001-1100,28.4341
0000-0011-0001-1101,32.9942
0000-0011-0001-1110,29.7639
0000-0011-0001-1111,31.4104
0000-0011-0010-0000,26.0589
0000-0011-0010-0001,29.177
0000-0011-0010-0010,27.4795
0000-0011-0010-0011,29.6117
0000-0011-0010-0100,25.5169
0000-0011-0010-0101,31.6723
0000-0011-0010-0110,27.351
0000-0011-0010-0111,31.3201
0000-0011-0010-1000,25.2813
0000-0011-0010-1001,32.2299
0000-0011-0010-1010,28.0472
0000-0011-0010-1011,31.2894
0000-0011-0010-1100,25.3549
0000-0011-0010-1101,32.1372
0000-0011-0010-1110,27.5413
0000-0011-0010-1111,30.7455
0000-0011-0011-0000,28.2862
0000-0011-0011-0001,27.8584
0000-0011-0011-0010,27.9484
0000-0011-0011-0011,29.6405
0000-0011-0011-0100,27.8884
0000-0011-0011-0101,31.9455
0000-0011-0011-0110,27.2655
0000-0011-0011-0111,29.8322
0000-0011-0011-1000,28.2185
0000-0011-0011-1001,32.4917
0000-0011-0011-1010,29.5341
